0.0037231	0.0020447	10.0027771	2.3680420	0.0000000	7.0000000
0.0035095	0.0017395	10.0028992	2.3682251	0.0000000	7.0000000
0.0037842	0.0017395	10.0028076	2.3684692	0.0000000	0.0000000
0.0042725	0.0020752	10.0028381	2.3682556	0.0000000	0.0000000
0.0046692	0.0022888	10.0027771	2.3678589	0.0000000	3.0000000
0.0046692	0.0023499	10.0029602	2.3681641	0.0000000	3.0000000
0.0047913	0.0023193	10.0030823	2.3676758	0.0000000	3.0000000
0.0051575	0.0024109	10.0032043	2.3681335	0.0000000	0.0000000
0.0055542	0.0025940	10.0033569	2.3674622	0.0000000	0.0000000
0.0057068	0.0027466	10.0032959	2.3681335	0.0000000	3.0000000
0.0056152	0.0025635	10.0032349	2.3676453	0.0000000	3.0000000
0.0057678	0.0025024	10.0032043	2.3677368	0.0000000	3.0000000
0.0061340	0.0028076	10.0032654	2.3680725	0.0000000	0.0000000
0.0064392	0.0029907	10.0032654	2.3679199	0.0000000	0.0000000
0.0063782	0.0029907	10.0030212	2.3680725	0.0000000	3.0000000
0.0061035	0.0028381	10.0029602	2.3681641	0.0000000	3.0000000
0.0061035	0.0027771	10.0028381	2.3681030	0.0000000	3.0000000
0.0064087	0.0029297	10.0026550	2.3680115	0.0000000	0.0000000
0.0066223	0.0030212	10.0025024	2.3680420	0.0000000	0.0000000
0.0065613	0.0031128	10.0023193	2.3679199	0.0000000	3.0000000
0.0063477	0.0030212	10.0021667	2.3684998	0.0000000	3.0000000
0.0064697	0.0030212	10.0020142	2.3681641	0.0000000	3.0000000
0.0067749	0.0032043	10.0018616	2.3679504	0.0000000	0.0000000
0.0068359	0.0032349	10.0017395	2.3675537	0.0000000	0.0000000
0.0066223	0.0030518	10.0014648	2.3676147	0.0000000	3.0000000
0.0064392	0.0029602	10.0010681	2.3680420	0.0000000	3.0000000
0.0067139	0.0031433	10.0008545	2.3677979	0.0000000	3.0000000
0.0070496	0.0034180	10.0008240	2.3672180	0.0000000	0.0000000
0.0069580	0.0033264	10.0004272	2.3673706	0.0000000	0.0000000
0.0066528	0.0031738	10.0001831	2.3684387	0.0000000	3.0000000
0.0065918	0.0031433	10.0000305	2.3681641	0.0000000	3.0000000
0.0068970	0.0032043	9.9998474	2.3679199	0.0000000	3.0000000
0.0070496	0.0032959	9.9996643	2.3680420	0.0000000	0.0000000
0.0069580	0.0033569	9.9993896	2.3681641	0.0000000	0.0000000
0.0065613	0.0032043	9.9990540	2.3683472	0.0000000	3.0000000
0.0066833	0.0032349	9.9987488	2.3681946	0.0000000	3.0000000
0.0069885	0.0033875	9.9985352	2.3676147	0.0000000	3.0000000
0.0070190	0.0033569	9.9982910	2.3678589	0.0000000	0.0000000
0.0067139	0.0031738	9.9980774	2.3684387	0.0000000	0.0000000
0.0065918	0.0030212	9.9977417	2.3684387	0.0000000	3.0000000
0.0068970	0.0031433	9.9975891	2.3676147	0.0000000	3.0000000
0.0071716	0.0033264	9.9974060	2.3681335	0.0000000	3.0000000
0.0069885	0.0034180	9.9970398	2.3681030	0.0000000	0.0000000
0.0067139	0.0032959	9.9968872	2.3679199	0.0000000	0.0000000
0.0066833	0.0031433	9.9965820	2.3681641	0.0000000	3.0000000
0.0068359	0.0031738	9.9962158	2.3673401	0.0000000	3.0000000
0.0069885	0.0032959	9.9959412	2.3679810	0.0000000	3.0000000
0.0068359	0.0032654	9.9956970	2.3680725	0.0000000	0.0000000
0.0065308	0.0031433	9.9954529	2.3678894	0.0000000	0.0000000
0.0067139	0.0031433	9.9952698	2.3681335	0.0000000	3.0000000
0.0070496	0.0033569	9.9950256	2.3681946	0.0000000	3.0000000
0.0070496	0.0033569	9.9946594	2.3682861	0.0000000	3.0000000
0.0067444	0.0031738	9.9942627	2.3678894	0.0000000	0.0000000
0.0066223	0.0030212	9.9940186	2.3680420	0.0000000	0.0000000
