0.0034485	0.0019836	10.0026550	2.3748474	0.0000000	7.0000000
0.0035706	0.0020447	10.0026550	2.3748474	0.0000000	7.0000000
0.0037537	0.0021667	10.0025635	2.3746338	0.0000000	0.0000000
0.0039673	0.0021667	10.0027161	2.3744507	0.0000000	0.0000000
0.0043030	0.0021973	10.0026550	2.3752136	0.0000000	3.0000000
0.0045776	0.0023499	10.0025635	2.3753052	0.0000000	3.0000000
0.0050659	0.0026855	10.0028381	2.3749084	0.0000000	3.0000000
0.0053406	0.0027466	10.0030518	2.3749084	0.0000000	0.0000000
0.0054932	0.0027161	10.0031128	2.3749695	0.0000000	0.0000000
0.0056458	0.0028076	10.0029602	2.3745422	0.0000000	3.0000000
0.0059509	0.0029602	10.0030212	2.3753357	0.0000000	3.0000000
0.0061340	0.0029907	10.0030212	2.3750610	0.0000000	3.0000000
0.0062866	0.0029602	10.0029602	2.3748779	0.0000000	0.0000000
0.0063782	0.0030212	10.0029297	2.3746948	0.0000000	0.0000000
0.0064392	0.0031738	10.0027161	2.3748779	0.0000000	3.0000000
0.0065613	0.0032349	10.0026855	2.3748779	0.0000000	3.0000000
0.0066833	0.0032654	10.0025940	2.3745117	0.0000000	3.0000000
0.0067444	0.0031433	10.0024414	2.3751526	0.0000000	0.0000000
0.0068054	0.0031738	10.0022583	2.3747253	0.0000000	0.0000000
0.0069580	0.0033569	10.0020752	2.3744812	0.0000000	3.0000000
0.0071716	0.0034790	10.0018311	2.3752136	0.0000000	3.0000000
0.0071716	0.0033875	10.0018005	2.3748474	0.0000000	3.0000000
0.0070496	0.0033875	10.0014954	2.3752136	0.0000000	0.0000000
0.0069885	0.0034485	10.0012817	2.3750305	0.0000000	0.0000000
0.0071106	0.0035095	10.0010071	2.3744812	0.0000000	3.0000000
0.0072632	0.0033569	10.0006714	2.3746338	0.0000000	3.0000000
0.0073242	0.0034485	10.0005798	2.3744812	0.0000000	3.0000000
0.0072632	0.0035095	10.0003662	2.3748474	0.0000000	0.0000000
0.0072937	0.0035400	10.0001526	2.3746948	0.0000000	0.0000000
0.0073853	0.0037231	9.9999695	2.3745728	0.0000000	3.0000000
0.0073853	0.0036621	9.9997253	2.3747864	0.0000000	3.0000000
0.0072632	0.0034790	9.9995117	2.3750305	0.0000000	3.0000000
0.0072327	0.0035095	9.9990845	2.3747864	0.0000000	0.0000000
0.0073853	0.0035706	9.9987488	2.3751221	0.0000000	0.0000000
0.0075073	0.0036621	9.9987488	2.3749084	0.0000000	3.0000000
0.0073853	0.0036011	9.9983826	2.3745728	0.0000000	3.0000000
0.0072632	0.0036011	9.9982910	2.3746948	0.0000000	3.0000000
0.0073547	0.0036621	9.9980469	2.3749695	0.0000000	0.0000000
0.0074463	0.0036926	9.9976501	2.3741150	0.0000000	0.0000000
0.0075378	0.0036621	9.9972229	2.3746338	0.0000000	3.0000000
0.0075073	0.0036621	9.9971008	2.3747253	0.0000000	3.0000000
0.0074463	0.0036011	9.9967957	2.3748169	0.0000000	3.0000000
0.0075073	0.0036621	9.9964600	2.3746338	0.0000000	0.0000000
0.0074768	0.0037842	9.9963074	2.3746948	0.0000000	0.0000000
0.0074768	0.0037537	9.9960937	2.3747253	0.0000000	3.0000000
0.0073547	0.0035706	9.9958496	2.3746948	0.0000000	3.0000000
0.0074463	0.0035095	9.9955444	2.3747559	0.0000000	3.0000000
0.0075073	0.0036316	9.9952087	2.3747864	0.0000000	0.0000000
0.0075684	0.0037842	9.9950256	2.3748169	0.0000000	0.0000000
0.0075378	0.0037537	9.9948120	2.3746338	0.0000000	3.0000000
0.0075073	0.0036926	9.9944763	2.3749084	0.0000000	3.0000000
0.0075073	0.0036621	9.9941406	2.3749390	0.0000000	3.0000000
0.0075684	0.0037537	9.9939270	2.3741760	0.0000000	0.0000000
0.0076294	0.0036621	9.9936523	2.3742676	0.0000000	0.0000000
0.0075989	0.0035706	9.9935913	2.3741150	0.0000000	3.0000000
0.0075073	0.0035095	9.9931946	2.3738098	0.0000000	3.0000000
0.0074768	0.0037537	9.9927979	2.3743591	0.0000000	3.0000000
0.0075073	0.0037231	9.9927368	2.3749084	0.0000000	0.0000000
0.0075989	0.0037231	9.9924316	2.3743591	0.0000000	0.0000000
0.0075378	0.0036011	9.9920654	2.3745422	0.0000000	3.0000000
0.0075073	0.0036316	9.9918213	2.3741455	0.0000000	3.0000000
0.0074768	0.0036621	9.9913330	2.3741760	0.0000000	3.0000000
0.0075378	0.0036621	9.9912720	2.3747864	0.0000000	0.0000000
0.0075378	0.0037231	9.9910278	2.3745728	0.0000000	0.0000000
0.0074463	0.0037537	9.9906616	2.3746643	0.0000000	3.0000000
0.0073547	0.0036316	9.9902954	2.3748779	0.0000000	3.0000000
0.0075073	0.0036621	9.9899292	2.3741760	0.0000000	3.0000000
0.0075378	0.0036621	9.9897156	2.3746338	0.0000000	0.0000000
